Car,Purchase price,Sale price,Transport time,Country
2374,23389,66056,"0"" 22ays""",Finland
2375,8297,15104,"0"" 11ays""",Estonia
2376,13151,41815,"0"" 31ays""",Sweden
2377,8303,19151,"0"" 04ays""",Bulgaria
2378,18556,48560,"0"" 21ays""",Cyprus
2379,27284,42503,"0"" 08ays""",Germany
2380,11794,15604,"0"" 08ays""",Sweden
2381,11205,14796,"0"" 12ays""",Croatia
2382,19497,29501,"0"" 19ays""",Malta
2383,26278,81059,"0"" 19ays""",Luxembourg
2384,27308,77137,"0"" 13ays""",The Netherlands
2385,14028,22220,"0"" 08ays""",Finland
2386,17691,54494,"0"" 07ays""",Luxembourg
2387,6991,9613,"0"" 16ays""",The Netherlands
2388,18635,37426,"0"" 12ays""",Czech Republic
2389,5475,8842,"0"" 08ays""",The Netherlands
2390,9511,17263,"0"" 31ays""",Lithuania
2391,13213,15982,"0"" 01ays""",Finland
2392,29694,64358,"0"" 07ays""",Sweden
2393,13180,23852,"0"" 31ays""",Luxembourg
2394,20920,43332,"0"" 17ays""",Portugal
2395,26428,49762,"0"" 10ays""",Germany
2396,12429,33451,"0"" 12ays""",Hungary
2397,17071,39065,"0"" 13ays""",Poland
2398,13760,22681,"0"" 09ays""",Malta
2399,13800,17574,"0"" 20ays""",Luxembourg
2400,22688,46939,"0"" 13ays""",Cyprus
2401,22823,34719,"0"" 14ays""",Slovakia
2402,7772,14420,"0"" 03ays""",Spain
2403,8880,25374,"0"" 16ays""",Finland
2404,22914,37627,"0"" 16ays""",Finland
2405,13642,28955,"0"" 22ays""",Germany
2406,20099,54773,"0"" 02ays""",Belgium
2407,7827,15234,"0"" 10ays""",Latvia
2408,20274,26492,"0"" 08ays""",Lithuania
2409,14578,40467,"0"" 13ays""",Germany
2410,11908,35407,"0"" 18ays""",Spain
2411,12488,31486,"0"" 10ays""",Croatia
2412,7238,13847,"0"" 04ays""",Hungary
2413,28741,66427,"0"" 10ays""",Hungary
2414,20715,56080,"0"" 13ays""",Finland
2415,26621,84819,"0"" 19ays""",France
2416,16649,52085,"0"" 31ays""",Hungary
2417,27295,83839,"0"" 12ays""",Portugal
2418,19749,42878,"0"" 15ays""",Estonia
2419,19827,45682,"0"" 11ays""",Romania
2420,22558,39343,"0"" 17ays""",Slovakia
2421,13176,31996,"0"" 08ays""",Bulgaria
2422,11319,20416,"0"" 03ays""",Bulgaria
2423,28998,37800,"0"" 10ays""",Luxembourg
2424,25964,35115,"0"" 02ays""",Finland
2425,9705,25929,"0"" 31ays""",Luxembourg
2426,13986,37542,"0"" 18ays""",Poland
2427,24635,60501,"0"" 12ays""",Finland
2428,22657,61806,"0"" 14ays""",Croatia
2429,25449,67807,"0"" 06ays""",Cyprus
2430,14807,30461,"0"" 20ays""",Romania
2431,17600,41548,"0"" 12ays""",Estonia
2432,29411,42355,"0"" 18ays""",Luxembourg
2433,5604,16198,"0"" 19ays""",Lithuania
2434,7960,12706,"0"" 03ays""",Sweden
2435,9360,13099,"0"" 01ays""",Spain
2436,22449,31632,"0"" 04ays""",Greece
2437,22185,60431,"0"" 06ays""",Ireland
2438,17848,48425,"0"" 21ays""",Croatia
2439,6993,15178,"0"" 07ays""",Finland
2440,17419,54542,"0"" 31ays""",Estonia
2441,25253,67052,"0"" 11ays""",Bulgaria
2442,22544,45069,"0"" 20ays""",Hungary
2443,20475,25185,"0"" 07ays""",Finland
2444,29236,92883,"0"" 11ays""",Slovakia
2445,7789,9476,"0"" 18ays""",Estonia
2446,8525,14882,"0"" 14ays""",Slovakia
2447,9392,28367,"0"" 11ays""",Latvia
2448,5166,10391,"0"" 04ays""",Belgium
2449,8234,10917,"0"" 18ays""",Luxembourg
2450,16394,23490,"0"" 07ays""",Austria
2451,27346,67762,"0"" 07ays""",Cyprus
2452,8212,26178,"0"" 13ays""",Slovakia
2453,7148,21891,"0"" 10ays""",Slovenia
2454,6071,12734,"0"" 21ays""",Slovenia
2455,23260,40626,"0"" 10ays""",Austria
2456,19831,28223,"0"" 17ays""",Lithuania
2457,15940,42643,"0"" 22ays""",Poland
2458,22969,50189,"0"" 17ays""",Czech Republic
2459,13618,18913,"0"" 01ays""",Poland
2460,13797,30574,"0"" 01ays""",Cyprus
2461,13269,32362,"0"" 05ays""",Greece
2462,9187,14086,"0"" 02ays""",Latvia
2463,6623,11034,"0"" 03ays""",Denmark
2464,15526,27676,"0"" 13ays""",Germany
2465,8157,15895,"0"" 17ays""",Cyprus
2466,10654,15464,"0"" 14ays""",France
2467,6706,9269,"0"" 11ays""",Belgium
2468,28604,57859,"0"" 11ays""",Belgium
2469,17054,54113,"0"" 06ays""",Cyprus
2470,5439,10863,"0"" 22ays""",Poland
2471,11740,15318,"0"" 05ays""",Germany
2472,25435,65318,"0"" 17ays""",Spain
2473,21620,68278,"0"" 19ays""",Romania
2474,23303,55562,"0"" 02ays""",Ireland
2475,5813,12472,"0"" 06ays""",Italy
2476,6001,9689,"0"" 15ays""",Finland
2477,11198,21202,"0"" 10ays""",Croatia
2478,12644,32416,"0"" 08ays""",Bulgaria
2479,10321,17219,"0"" 22ays""",Belgium
2480,10094,32017,"0"" 09ays""",Germany
2481,21687,68884,"0"" 15ays""",Latvia
2482,18584,49289,"0"" 08ays""",Belgium
2483,6658,20585,"0"" 19ays""",Belgium
2484,24373,33174,"0"" 03ays""",Denmark
2485,20859,28380,"0"" 01ays""",Latvia
2486,23310,32282,"0"" 17ays""",Lithuania
2487,22428,28226,"0"" 08ays""",Greece
2488,8388,18927,"0"" 03ays""",Belgium
2489,19872,37351,"0"" 15ays""",Italy
2490,12092,25416,"0"" 31ays""",Czech Republic
2491,15808,41546,"0"" 19ays""",Hungary
2492,22994,68945,"0"" 12ays""",Croatia
2493,22079,35413,"0"" 08ays""",Germany
2494,14547,38659,"0"" 18ays""",Slovenia
2495,25286,67184,"0"" 04ays""",Finland
2496,17934,53128,"0"" 05ays""",Malta
2497,17779,25425,"0"" 20ays""",Lithuania
2498,16987,31721,"0"" 18ays""",Denmark
2499,22592,28854,"0"" 31ays""",Slovenia
2500,6849,11928,"0"" 13ays""",Belgium
2501,18237,40664,"0"" 08ays""",Malta
2502,27850,39102,"0"" 10ays""",Bulgaria
2503,21392,64659,"0"" 17ays""",Portugal
2504,27638,59661,"0"" 04ays""",Croatia
2505,15505,30817,"0"" 02ays""",Romania
2506,17289,22465,"0"" 11ays""",Latvia
2507,13273,33265,"0"" 21ays""",Romania
2508,13048,23133,"0"" 06ays""",Ireland
2509,20723,28532,"0"" 14ays""",Sweden
2510,27597,86526,"0"" 31ays""",Finland
2511,19877,62039,"0"" 12ays""",Sweden
2512,28607,56669,"0"" 10ays""",Ireland
2513,21539,51411,"0"" 02ays""",Austria
2514,28577,85001,"0"" 18ays""",Sweden
2515,9810,11818,"0"" 04ays""",Sweden
2516,23871,53293,"0"" 05ays""",Lithuania
2517,8225,24926,"0"" 18ays""",France
2518,22498,58877,"0"" 07ays""",Czech Republic
2519,14371,21336,"0"" 02ays""",Romania
2520,18533,27247,"0"" 11ays""",Estonia
2521,5561,12517,"0"" 12ays""",Luxembourg
2522,19721,53883,"0"" 16ays""",Lithuania
2523,17478,37354,"0"" 22ays""",Slovenia
2524,6046,18422,"0"" 19ays""",Estonia
2525,12007,31871,"0"" 17ays""",Estonia
2526,14746,37349,"0"" 31ays""",Sweden
2527,9475,28754,"0"" 21ays""",Finland
2528,19832,36097,"0"" 14ays""",Latvia
2529,25930,80541,"0"" 07ays""",Sweden
2530,25726,65006,"0"" 07ays""",Finland
2531,15973,23436,"0"" 15ays""",The Netherlands
2532,7182,14920,"0"" 12ays""",Portugal
2533,17388,32947,"0"" 13ays""",Malta
2534,27586,63730,"0"" 15ays""",France
2535,13329,35125,"0"" 20ays""",Romania
2536,12526,35085,"0"" 09ays""",Portugal
2537,8820,27018,"0"" 08ays""",Poland
2538,22064,57255,"0"" 10ays""",Slovakia
2539,29153,76282,"0"" 16ays""",Sweden
2540,14951,42990,"0"" 12ays""",Finland
2541,29766,60433,"0"" 02ays""",Sweden
2542,16978,31486,"0"" 19ays""",Czech Republic
2543,23639,55137,"0"" 14ays""",Czech Republic
2544,19488,46518,"0"" 08ays""",Croatia
2545,29040,56022,"0"" 19ays""",Malta
2546,25725,42377,"0"" 03ays""",Poland
2547,14220,45009,"0"" 20ays""",Sweden
2548,24326,63130,"0"" 15ays""",Slovenia
2549,18674,42258,"0"" 16ays""",Latvia
2550,18767,46152,"0"" 07ays""",Cyprus
2551,23947,35403,"0"" 31ays""",Portugal
2552,10024,13295,"0"" 15ays""",Lithuania
2553,27353,53575,"0"" 01ays""",Bulgaria
2554,16625,35011,"0"" 19ays""",Czech Republic
2555,5025,15202,"0"" 06ays""",Latvia
2556,25557,59860,"0"" 12ays""",Bulgaria
2557,28299,36234,"0"" 18ays""",Spain
2558,27126,86619,"0"" 11ays""",Austria
2559,23561,70562,"0"" 15ays""",Sweden
2560,18632,57756,"0"" 04ays""",Belgium
2561,7496,20002,"0"" 11ays""",Belgium
2562,19826,59065,"0"" 09ays""",Cyprus
2563,22944,58996,"0"" 02ays""",Latvia
2564,6348,14128,"0"" 02ays""",Malta
2565,27677,69288,"0"" 10ays""",Poland
2566,29087,42356,"0"" 07ays""",Slovakia
2567,22978,36552,"0"" 08ays""",Estonia
2568,24265,70023,"0"" 17ays""",Denmark
2569,17219,28270,"0"" 03ays""",Bulgaria
2570,8504,25095,"0"" 08ays""",Greece
2571,28202,69669,"0"" 16ays""",Latvia
2572,12951,15727,"0"" 01ays""",Cyprus
2573,10907,24303,"0"" 15ays""",Slovenia
2574,27257,49181,"0"" 10ays""",Hungary
2575,15291,31936,"0"" 20ays""",Denmark
2576,19070,48582,"0"" 18ays""",Ireland
2577,22188,36985,"0"" 04ays""",Belgium
2578,9660,12184,"0"" 01ays""",France
2579,16285,21197,"0"" 13ays""",Finland
2580,21184,54770,"0"" 09ays""",Malta
2581,6013,15106,"0"" 05ays""",Cyprus
2582,8682,22217,"0"" 17ays""",Czech Republic
2583,9558,13453,"0"" 31ays""",Austria
2584,10616,25466,"0"" 03ays""",Portugal
2585,8673,15651,"0"" 14ays""",Belgium
2586,14028,35547,"0"" 06ays""",Hungary
2587,8032,20094,"0"" 18ays""",Lithuania
2588,12849,23097,"0"" 16ays""",Poland
2589,19617,34638,"0"" 09ays""",Bulgaria
2590,5223,16038,"0"" 22ays""",Austria
2591,7084,11010,"0"" 14ays""",Latvia
2592,11202,32633,"0"" 21ays""",France
2593,22209,55528,"0"" 31ays""",Ireland
2594,8200,15354,"0"" 09ays""",Austria
2595,26231,59779,"0"" 01ays""",Slovakia
2596,27107,73664,"0"" 11ays""",Belgium
2597,24538,47129,"0"" 11ays""",Spain
2598,19903,24338,"0"" 10ays""",Denmark
2599,18797,36001,"0"" 16ays""",Portugal
2600,9797,17955,"0"" 20ays""",Austria
2601,26921,79165,"0"" 22ays""",Greece
2602,11679,34418,"0"" 01ays""",Malta
2603,6398,12181,"0"" 03ays""",Portugal
2604,28284,39308,"0"" 16ays""",Greece
2605,21521,52368,"0"" 12ays""",Romania
2606,28703,88861,"0"" 05ays""",Sweden
2607,13879,33806,"0"" 09ays""",Latvia
2608,5138,9156,"0"" 01ays""",Italy
2609,28181,86810,"0"" 22ays""",Romania
2610,12667,31122,"0"" 06ays""",Croatia
2611,8735,23643,"0"" 05ays""",Latvia
2612,15085,29124,"0"" 15ays""",Slovakia
2613,19094,51054,"0"" 10ays""",The Netherlands
2614,25731,72273,"0"" 13ays""",Slovenia
2615,19492,39864,"0"" 19ays""",Cyprus
2616,21402,55108,"0"" 07ays""",France
2617,10502,32519,"0"" 15ays""",Estonia
2618,8615,12657,"0"" 05ays""",Ireland
2619,23345,56567,"0"" 14ays""",Greece
2620,6382,14298,"0"" 11ays""",Italy
,,,,
